ID da Pergunta;	ID da Resposta;	Quantidade de Comentarios;	Score;	ID do Autor;	Nome do Autor;	Reputacao do Autor;
57303962;	57304109;	3;	2;	23354;	Marc Gravell;	865748;
42457338;	42457891;	0;	2;	184842;	AndreyAkinshin;	15934;
41371807;	41792446;	0;	10;	184842;	AndreyAkinshin;	15934;
59947098;	60001282;	0;	2;	4275342;	Roman Marusyk;	16925;
53086681;	53223348;	0;	0;	2302879;	Chris Swinchatt;	501;
52464181;	52464242;	1;	2;	983476;	Allan Chua;	5780;
59068393;	59080768;	1;	1;	10505040;	Jim Xu;	5460;
61459278;	61506402;	0;	0;	531343;	Daniel;	259;
57139624;	57164156;	1;	1;	3286260;	mbdavid;	876;
38341076;	38361152;	1;	15;	3286260;	mbdavid;	876;
55648335;	55733382;	0;	1;	11156116;	hedberggames;	86;
55008986;	55013935;	1;	2;	11156116;	hedberggames;	86;
53447256;	53447566;	1;	0;	1291717;	Sergey Slepov;	935;
48529909;	48530191;	1;	1;	1288545;	RajN;	4533;
46959215;	46964833;	2;	0;	182660;	SergGr;	22254;
44675677;	44973948;	0;	4;	797249;	Artiom;	6512;
38213261;	38225722;	0;	3;	3286260;	mbdavid;	876;
43957469;	43974548;	5;	1;	6601582;	Rita Han - MSFT;	7307;
38886106;	38897713;	1;	0;	3286260;	mbdavid;	876;
12507820;	12605459;	0;	3;	882098;	Daniel Hall;	156;
57123851;	57124512;	6;	1;	5233410;	Nkosi;	164660;
55763429;	55763815;	0;	2;	1480165;	Jon;	2950;
55503146;	55611115;	0;	2;	4753489;	Div;	5596;
41889623;	41953103;	1;	5;	475681;	Andrei M;	3219;
31262950;	31279075;	0;	2;	1192535;	James Hatton;	550;
51175145;	51179198;	1;	1;	5233410;	Nkosi;	164660;
51136140;	51156319;	0;	0;	7819262;	Raju Paladiya;	384;
21231872;	21253665;	2;	1;	1115885;	Ragesh S;	4213;
18633593;	18658122;	0;	2;	113988;	AndyMcKenna;	2487;
50525834;	50540554;	2;	8;	4753489;	Div;	5596;
24256320;	25520057;	0;	0;	3243300;	Tushar;	410;
48009560;	48039980;	2;	1;	4753489;	Div;	5596;
47688550;	47785573;	0;	1;	3427844;	Ammar;	157;
45116073;	45128539;	0;	1;	3501052;	MJK;	2616;
44449397;	44496476;	0;	1;	1657994;	sina_Islam;	556;
42532013;	42554539;	0;	3;	7647107;	Anil Sharma;	46;
22777236;	22778358;	0;	3;	3459802;	Tonia H;	99;
41484284;	41485031;	2;	2;	4753489;	Div;	5596;
35588635;	35605735;	4;	1;	4389062;	Dan Orlovsky;	890;
40260712;	40278108;	0;	2;	5938977;	RomanovM;	180;
10776787;	11819654;	0;	2;	394624;	vardars;	383;
39826260;	39826696;	0;	4;	4753489;	Div;	5596;
22140995;	22195709;	1;	2;	2218610;	Nitin Varpe;	9175;
38699951;	38713161;	1;	1;	null;	user4628051;	null;
34998528;	34998529;	0;	0;	1385268;	CaptainMarvel;	397;
59672874;	59784626;	0;	2;	1703915;	Mark Davies;	1042;
60810663;	60835226;	0;	0;	13108487;	Dorien Brugmans;	11;
60640124;	60641643;	1;	2;	264697;	Steven;	143051;
59162165;	59165229;	0;	2;	131809;	Alex;	31585;
43249816;	43252064;	2;	17;	5233410;	Nkosi;	164660;
59180674;	59192237;	0;	0;	6170950;	Nick;	363;
59082159;	59089329;	1;	1;	814735;	Cyril Durand;	12870;
59050818;	59051306;	3;	2;	5233410;	Nkosi;	164660;
35409924;	39552504;	4;	36;	1706008;	dmcquiggin;	2495;
55337259;	55337865;	0;	7;	10657522;	Darren Ruane;	1538;
58485674;	58525947;	5;	6;	2138959;	Andrii Litvinov;	8766;
58034514;	58035106;	0;	2;	7775908;	Alexander;	5330;
57804523;	57845078;	1;	1;	5296462;	Jan Muncinsky;	3680;
42283011;	42289038;	12;	21;	562839;	Micka&#235;l Derriey;	7748;
57761922;	57762608;	0;	4;	2630078;	Kirk Larkin;	44965;
57443102;	57444537;	1;	0;	5233410;	Nkosi;	164660;
56890094;	56891156;	0;	0;	3921353;	XardasLord;	1618;
56415440;	56421853;	0;	5;	9580478;	Arian Shahalami;	444;
56092036;	56092230;	7;	2;	131809;	Alex;	31585;
42370511;	42391262;	6;	1;	7059613;	grokky;	5421;
53516013;	53536580;	6;	4;	188138;	Brad Irby;	1563;
50663501;	50663528;	17;	67;	1612975;	Michael Randall;	52575;
54104138;	54153352;	0;	7;	638311;	INNVTV;	2241;
53895522;	54041414;	0;	6;	9918730;	GoldenAge;	1985;
54024459;	54024606;	0;	2;	4275342;	Roman Marusyk;	16925;
53967665;	53969369;	5;	4;	804385;	Dmitry Pavlov;	21961;
53966361;	53966762;	8;	2;	562839;	Micka&#235;l Derriey;	7748;
53433910;	53434794;	2;	1;	2630078;	Kirk Larkin;	44965;
52939137;	52956375;	1;	9;	1598421;	Chris.ZA;	699;
48321330;	48758464;	0;	1;	3616565;	Dragonfly;	151;
52080415;	52081118;	3;	1;	216074;	poke;	268264;
50834935;	51985482;	0;	4;	2828480;	Konrad;	3116;
50908260;	50909574;	1;	1;	54734;	VoiceOfUnreason;	31103;
47292941;	47294635;	0;	7;	2575224;	Constantin Galbenu;	13164;
49586478;	50125967;	2;	2;	562839;	Micka&#235;l Derriey;	7748;
47203093;	47207339;	1;	1;	131809;	Alex;	31585;
42385619;	45625557;	0;	6;	430897;	bmeredith;	545;
44064102;	44065330;	3;	3;	131809;	Alex;	31585;
42298792;	42314095;	1;	0;	7059613;	grokky;	5421;
42065971;	42078196;	0;	1;	562839;	Micka&#235;l Derriey;	7748;
41539872;	41623572;	3;	7;	562839;	Micka&#235;l Derriey;	7748;
38615432;	38615904;	1;	3;	264697;	Steven;	143051;
38064079;	38080670;	5;	0;	1330137;	Callum Linington;	12418;
35876478;	35876727;	0;	4;	2310124;	tdragon;	2839;
54297514;	54327516;	1;	-1;	10891447;	PalaBeaveR;	29;
51939050;	51954456;	0;	2;	1030169;	jmoerdyk;	4997;
