ID da Pergunta;	ID da Resposta;	Quantidade de Comentarios;	Score;	ID do Autor;	Nome do Autor;	Reputacao do Autor;
11559255;	11646029;	0;	9;	259769;	Enigmativity;	87559;
46069663;	46080529;	1;	3;	87427;	James World;	25681;
46043905;	46046161;	0;	4;	259769;	Enigmativity;	87559;
45965563;	45979673;	6;	4;	259769;	Enigmativity;	87559;
45877403;	45882911;	0;	2;	415661;	Shlomo;	11767;
45788087;	45788381;	7;	1;	259769;	Enigmativity;	87559;
45465193;	45471067;	1;	4;	415661;	Shlomo;	11767;
48355550;	48357178;	0;	1;	2311455;	Mohammad Ghanem;	529;
54022598;	54037418;	0;	1;	10657807;	Wessel Ottevanger;	56;
18560980;	18585491;	4;	1;	1784011;	Woodstock;	18319;
36049744;	36050008;	8;	2;	93175;	Redth;	4962;
23265653;	23269114;	3;	20;	1221571;	Eran;	334580;
30638455;	30661333;	0;	0;	2083527;	ilyabreev;	588;
24531058;	24568979;	0;	1;	195188;	seguso;	1444;
30381106;	30493091;	0;	2;	2684106;	prawn;	2184;
29071294;	29506992;	0;	1;	3176391;	Ravi Badigere CD;	21;
24308275;	27342839;	0;	1;	1641535;	Orr;	4112;
23115394;	23121258;	8;	30;	3542341;	Phil Lalonde;	345;
23116726;	23121205;	1;	1;	3543150;	dichen;	1517;
21551707;	21602096;	3;	9;	739636;	Umar Jamil;	2345;
19779921;	19780618;	1;	1;	1221571;	Eran;	334580;
17627112;	17666453;	0;	0;	2548513;	user2548513;	145;
16888115;	16888457;	1;	5;	775779;	Dmitry Khryukin;	6160;
12143287;	12846225;	0;	5;	1588889;	Nuk Nuk San;	512;
13771976;	13773282;	2;	0;	759549;	Christopher Johnson;	2551;
39831656;	39832441;	2;	1;	1859959;	ntohl;	1445;
61109090;	61109160;	0;	2;	4728685;	Pavel Anikhouski;	13820;
9604511;	9605107;	2;	10;	21567;	Christian.K;	39634;
50638711;	56157957;	2;	8;	648455;	Scott Baldwin;	282;
59383581;	59384422;	0;	1;	789380;	Victor Chelaru;	2708;
61504639;	61515171;	1;	0;	12450747;	Perry Qian-MSFT;	3178;
7264682;	7264756;	1;	38;	847363;	Yahia;	65338;
61240961;	61242064;	0;	2;	13308826;	pegalusAlt;	47;
55420731;	55423204;	2;	3;	6058174;	Matthiee;	333;
23496691;	23496825;	1;	5;	318973;	aevitas;	3235;
8495534;	8495650;	0;	15;	559144;	Davide Piras;	40993;
60002190;	60076121;	2;	1;	403578;	MissCellaneous;	131;
60104250;	60105488;	0;	0;	1994390;	yaakov;	4194;
51924129;	55378636;	4;	8;	11266208;	wmorian;	206;
59095328;	60088629;	3;	2;	848668;	br3nt;	6427;
49287852;	49446304;	0;	1;	680026;	Ole Albers;	6861;
59584069;	59958285;	0;	0;	7162741;	Yusuff Sodiq;	65;
54650961;	54670990;	1;	5;	784387;	Martin Ullrich;	65460;
59254872;	59484305;	1;	2;	10910450;	Lance Li-MSFT;	10993;
37308806;	37309065;	2;	8;	298053;	Brad Christie;	92797;
59111143;	59112189;	6;	1;	2225808;	Stuart;	4433;
58965544;	58987087;	3;	2;	10910450;	Lance Li-MSFT;	10993;
58839636;	58850341;	5;	1;	5391065;	PatrickLu-MSFT;	39308;
30797716;	30912888;	1;	21;	688958;	M&#229;rten Wikstr&#246;m;	9831;
25591845;	25594148;	7;	13;	23354;	Marc Gravell;	865778;
60720540;	60721963;	1;	1;	5233410;	Nkosi;	164670;
35452081;	35453125;	5;	19;	5147383;	Arkhangelskiy Evgeniy;	412;
57308747;	57312996;	3;	2;	3204335;	ruhul;	3152;
57271757;	57271897;	1;	4;	23354;	Marc Gravell;	865778;
50505885;	56922769;	0;	0;	2868627;	Jo&#227;o Antunes;	624;
50191898;	55973862;	0;	1;	5495384;	Marcus Wichelmann;	348;
32525273;	32525593;	0;	6;	4138058;	Liviu Costea;	2681;
54825493;	54828863;	2;	2;	263693;	Stephen Cleary;	336472;
42956377;	43054448;	1;	2;	1535132;	Jawen;	1166;
23180765;	23181085;	10;	20;	23354;	Marc Gravell;	865778;
52323874;	52382754;	1;	1;	6326344;	Keyur Ramoliya;	1566;
28325870;	28326983;	3;	12;	2420979;	Haney;	25596;
51522162;	51522256;	4;	1;	5900683;	AussieJoe;	888;
25536312;	25537609;	1;	24;	23354;	Marc Gravell;	865778;
26789720;	26790308;	7;	2;	23354;	Marc Gravell;	865778;
48813722;	48989981;	0;	1;	23354;	Marc Gravell;	865778;
48711230;	48747910;	0;	6;	1985167;	andreycha;	262;
25747211;	25749819;	15;	5;	23354;	Marc Gravell;	865778;
46507659;	46508075;	0;	3;	871146;	Dean Ward;	4448;
46473597;	46473699;	0;	1;	668272;	Bas;	24321;
42525513;	45951744;	0;	1;	7639667;	Sanjay Kanani;	178;
45446394;	45450627;	2;	2;	214796;	Collin Dauphinee;	12360;
25342514;	25344261;	5;	6;	23354;	Marc Gravell;	865778;
44285239;	44499302;	6;	1;	3590895;	jeorfevre;	2074;
43054692;	44043087;	0;	0;	779549;	Jacques Snyman;	3400;
29074393;	29076631;	5;	8;	23354;	Marc Gravell;	865778;
43388578;	43390248;	2;	1;	2801687;	MichaC;	11989;
29599585;	29602711;	0;	11;	23354;	Marc Gravell;	865778;
32888513;	32889870;	1;	23;	122195;	thepirat000;	9701;
41690366;	41696149;	0;	1;	3160475;	Itamar Haber;	35329;
